frame,hand_index,hand_landmark_index,hand_x,hand_y,hand_z,pose_landmark_index,pose_x,pose_y,pose_z
13,,,,,,7,0.6085920929908752,0.29356706142425537,-0.9128345847129822
13,,,,,,8,0.4613148272037506,0.28186261653900146,-0.9262235760688782
13,,,,,,9,0.5596374273300171,0.3419567942619324,-1.1976653337478638
13,,,,,,10,0.5050621032714844,0.3383367359638214,-1.2069348096847534
13,,,,,,11,0.6965861320495605,0.5213583111763,-0.6811937093734741
13,,,,,,12,0.3556573987007141,0.5089894533157349,-0.7218524813652039
13,,,,,,13,0.71668541431427,0.7860726118087769,-0.783971905708313
13,,,,,,14,0.26400071382522583,0.7644764184951782,-1.1523250341415405
13,,,,,,15,0.6444725394248962,0.9809264540672302,-1.2794915437698364
13,,,,,,16,0.4473995268344879,0.7691279053688049,-1.955371379852295
13,,,,,,23,0.6131747961044312,0.9536772966384888,0.02853168360888958
13,,,,,,24,0.39634934067726135,0.946776270866394,-0.028655564412474632
14,0,0,0.44126951694488525,0.7278409004211426,5.190386787035095e-09,,,,
14,0,1,0.4721081256866455,0.7102974057197571,0.00657215341925621,,,,
14,0,2,0.5105303525924683,0.6993213295936584,-0.0022606977727264166,,,,
14,0,3,0.5388256907463074,0.693472683429718,-0.013106036931276321,,,,
14,0,4,0.5558000802993774,0.6858161091804504,-0.023236390203237534,,,,
14,0,5,0.5124076008796692,0.6797645092010498,-0.023921236395835876,,,,
14,0,6,0.5432620644569397,0.7086682915687561,-0.030699817463755608,,,,
14,0,7,0.5351557731628418,0.7192217707633972,-0.029355695471167564,,,,
14,0,8,0.5267068147659302,0.7174180150032043,-0.03006456419825554,,,,
14,0,9,0.49641552567481995,0.688998818397522,-0.03659662976861,,,,
14,0,10,0.5275557041168213,0.7244705557823181,-0.045518431812524796,,,,
14,0,11,0.5187113285064697,0.730895459651947,-0.04120064526796341,,,,
14,0,12,0.5104043483734131,0.7265116572380066,-0.03971179947257042,,,,
14,0,13,0.47971776127815247,0.7041564583778381,-0.04603506252169609,,,,
14,0,14,0.5096885561943054,0.7373952269554138,-0.0502551794052124,,,,
14,0,15,0.500994086265564,0.7408052682876587,-0.03830878809094429,,,,
14,0,16,0.491553395986557,0.7352905869483948,-0.03210388123989105,,,,
14,0,17,0.4634205102920532,0.7220392823219299,-0.055357590317726135,,,,
14,0,18,0.4886852502822876,0.7485665082931519,-0.05602750554680824,,,,
14,0,19,0.48200514912605286,0.7497912645339966,-0.04636596143245697,,,,
14,0,20,0.4736514389514923,0.7442229986190796,-0.04056670516729355,,,,
14,1,0,0.44468408823013306,0.7467045187950134,2.44916753544544e-09,,,,
14,1,1,0.48335355520248413,0.7327120304107666,0.009348921477794647,,,,
14,1,2,0.5182026624679565,0.7178592085838318,0.0035248843487352133,,,,
14,1,3,0.5424216389656067,0.7059112787246704,-0.004045938141644001,,,,
14,1,4,0.5573338866233826,0.6885360479354858,-0.010678807273507118,,,,
14,1,5,0.5250900387763977,0.7072731256484985,-0.0200311541557312,,,,
14,1,6,0.5486809015274048,0.7207803726196289,-0.02628275752067566,,,,
14,1,7,0.5375767946243286,0.7236536741256714,-0.024962669238448143,,,,
14,1,8,0.5286104679107666,0.7197251319885254,-0.025382710620760918,,,,
14,1,9,0.5096898078918457,0.7157714366912842,-0.032555509358644485,,,,
14,1,10,0.5310280919075012,0.7328362464904785,-0.042067449539899826,,,,
14,1,11,0.5226628184318542,0.7331399321556091,-0.0381307415664196,,,,
14,1,12,0.515131950378418,0.7274288535118103,-0.036483995616436005,,,,
14,1,13,0.4912148416042328,0.7273491621017456,-0.04203348234295845,,,,
14,1,14,0.5123724937438965,0.7448340654373169,-0.0475686676800251,,,,
14,1,15,0.5045009851455688,0.7440470457077026,-0.03649083524942398,,,,
14,1,16,0.49709150195121765,0.7377686500549316,-0.03029276803135872,,,,
14,1,17,0.47282859683036804,0.7403558492660522,-0.05080252140760422,,,,
14,1,18,0.49037033319473267,0.7563436627388,-0.05281282588839531,,,,
14,1,19,0.4834815561771393,0.7537112832069397,-0.044017236679792404,,,,
14,1,20,0.47720596194267273,0.7462366819381714,-0.03841561824083328,,,,
14,,,,,,0,0.5354782938957214,0.305104523897171,-1.3698395490646362
14,,,,,,1,0.5584123134613037,0.2717665433883667,-1.3096706867218018
14,,,,,,2,0.5745331645011902,0.2745610475540161,-1.3106526136398315
14,,,,,,3,0.5890230536460876,0.2771088480949402,-1.310471773147583
14,,,,,,4,0.5156036019325256,0.26659277081489563,-1.3119817972183228
14,,,,,,5,0.49983322620391846,0.26600730419158936,-1.3128793239593506
14,,,,,,6,0.48552989959716797,0.2661925256252289,-1.3139067888259888
14,,,,,,7,0.6086142659187317,0.2935103476047516,-0.9243598580360413
14,,,,,,8,0.46186405420303345,0.28195589780807495,-0.9352725148200989
14,,,,,,9,0.5595998764038086,0.34189024567604065,-1.2173701524734497
14,,,,,,10,0.5050641298294067,0.33816277980804443,-1.2251290082931519
14,,,,,,11,0.6966431140899658,0.5208099484443665,-0.6696096658706665
14,,,,,,12,0.3594810962677002,0.5080512166023254,-0.7315273284912109
14,,,,,,13,0.7168896794319153,0.7855305075645447,-0.8058012127876282
14,,,,,,14,0.2652241885662079,0.7637375593185425,-1.227769136428833
14,,,,,,15,0.6457118391990662,0.9789145588874817,-1.3267189264297485
14,,,,,,16,0.4498577415943146,0.7336255311965942,-2.0858068466186523
14,,,,,,23,0.6132702231407166,0.9532649517059326,0.02652117609977722
14,,,,,,24,0.39691463112831116,0.9465909600257874,-0.026674045249819756
15,0,0,0.44793900847435,0.7300880551338196,1.6761554366695464e-09,,,,
15,0,1,0.48432886600494385,0.7168522477149963,0.007880554534494877,,,,
15,0,2,0.5131785869598389,0.6998663544654846,0.003178907558321953,,,,
15,0,3,0.5312550663948059,0.6835783123970032,-0.00408637709915638,,,,
15,0,4,0.5455431342124939,0.6632810831069946,-0.01170820277184248,,,,
15,0,5,0.5184933543205261,0.7060869336128235,-0.010640665888786316,,,,
15,0,6,0.5387195348739624,0.6901625990867615,-0.021428387612104416,,,,
15,0,7,0.5482290983200073,0.6776633262634277,-0.027796803042292595,,,,
15,0,8,0.5546117424964905,0.6666356921195984,-0.03279117867350578,,,,
15,0,9,0.5091078281402588,0.7077844142913818,-0.02283407934010029,,,,
15,0,10,0.528354287147522,0.6908705830574036,-0.035455815494060516,,,,
15,0,11,0.5381313562393188,0.6785821318626404,-0.04138961061835289,,,,
15,0,12,0.5455037355422974,0.6676189303398132,-0.04640459269285202,,,,
15,0,13,0.4948013126850128,0.708014190196991,-0.03360902518033981,,,,
15,0,14,0.5128133296966553,0.6968851685523987,-0.04336009547114372,,,,
15,0,15,0.5201176404953003,0.6892862319946289,-0.04407934844493866,,,,
15,0,16,0.5253075957298279,0.6824421286582947,-0.045316148549318314,,,,
15,0,17,0.477143257856369,0.7064923644065857,-0.04382441192865372,,,,
15,0,18,0.4898737668991089,0.7014912366867065,-0.04991207271814346,,,,
15,0,19,0.49373018741607666,0.697260856628418,-0.04926940053701401,,,,
15,0,20,0.49711909890174866,0.6929996013641357,-0.04974345490336418,,,,
15,,,,,,0,0.5350090861320496,0.3051108419895172,-1.3544682264328003
15,,,,,,1,0.5584542751312256,0.2714444398880005,-1.2951797246932983
15,,,,,,2,0.5744503736495972,0.2741301953792572,-1.29616117477417
15,,,,,,3,0.5890262722969055,0.27677521109580994,-1.295990228652954
15,,,,,,4,0.5155205726623535,0.26647651195526123,-1.295964002609253
15,,,,,,5,0.49982723593711853,0.2659567594528198,-1.2968615293502808
15,,,,,,6,0.48552989959716797,0.26617956161499023,-1.2978808879852295
15,,,,,,7,0.6086252927780151,0.2934197187423706,-0.9162755608558655
15,,,,,,8,0.46223515272140503,0.2820228040218353,-0.9201707243919373
15,,,,,,9,0.5594341158866882,0.34186312556266785,-1.2048068046569824
15,,,,,,10,0.5045358538627625,0.3380666971206665,-1.2103101015090942
15,,,,,,11,0.6966500878334045,0.5199341177940369,-0.6617697477340698
15,,,,,,12,0.36249348521232605,0.5072399973869324,-0.7202644348144531
15,,,,,,13,0.7172377109527588,0.7854339480400085,-0.7930948138237
15,,,,,,14,0.26587677001953125,0.7637380957603455,-1.2364768981933594
15,,,,,,15,0.6445950865745544,0.9789274334907532,-1.288374662399292
15,,,,,,16,0.4519766867160797,0.6984649300575256,-2.101487636566162
15,,,,,,23,0.613395094871521,0.9530614614486694,0.02471902407705784
15,,,,,,24,0.3974240720272064,0.9459578394889832,-0.024905666708946228
16,0,0,0.4594801068305969,0.6800282597541809,1.7488392956011012e-09,,,,
16,0,1,0.4951229989528656,0.6744867563247681,-0.0018614802975207567,,,,
16,0,2,0.5248051285743713,0.6499620676040649,-0.011457277461886406,,,,
16,0,3,0.5399371981620789,0.6273513436317444,-0.022764816880226135,,,,
16,0,4,0.548729419708252,0.6066884994506836,-0.0336780920624733,,,,
16,0,5,0.5154763460159302,0.6166539192199707,-0.016584832221269608,,,,
16,0,6,0.5384955406188965,0.6226794719696045,-0.026818135753273964,,,,
16,0,7,0.5445870161056519,0.6315484046936035,-0.03177487850189209,,,,
16,0,8,0.5487417578697205,0.6279358267784119,-0.0362495519220829,,,,
16,0,9,0.5004949569702148,0.6172860264778137,-0.025340314954519272,,,,
16,0,10,0.5264917612075806,0.6282065510749817,-0.03789220005273819,,,,
16,0,11,0.525563657283783,0.646851122379303,-0.03933453932404518,,,,
16,0,12,0.5205467343330383,0.652503252029419,-0.04003298655152321,,,,
16,0,13,0.48573294281959534,0.6232261657714844,-0.033419378101825714,,,,
16,0,14,0.512592613697052,0.6352776288986206,-0.042992137372493744,,,,
16,0,15,0.5118257999420166,0.6535323858261108,-0.03738986700773239,,,,
16,0,16,0.505278468132019,0.6583908200263977,-0.033631548285484314,,,,
16,0,17,0.4717246890068054,0.6332896947860718,-0.04237085580825806,,,,
16,0,18,0.49704116582870483,0.6438842415809631,-0.0467834547162056,,,,
16,0,19,0.4975104331970215,0.6577286720275879,-0.0413653738796711,,,,
16,0,20,0.491070955991745,0.6617591977119446,-0.03760316222906113,,,,
16,1,0,0.4487684369087219,0.698495626449585,2.4591157998798963e-09,,,,
16,1,1,0.4727180600166321,0.6904910206794739,0.00254338257946074,,,,
16,1,2,0.4945656955242157,0.6788256764411926,0.003981254994869232,,,,
16,1,3,0.5088524222373962,0.669723391532898,0.0039699566550552845,,,,
16,1,4,0.5173925161361694,0.6592944860458374,0.0037032475229352713,,,,
16,1,5,0.5158747434616089,0.6811169981956482,0.008304616436362267,,,,
16,1,6,0.536234438419342,0.6590957045555115,0.008030364289879799,,,,
16,1,7,0.5483190417289734,0.6422145366668701,0.005434098653495312,,,,
16,1,8,0.5576854348182678,0.6278800368309021,0.003016618313267827,,,,
16,1,9,0.5116648077964783,0.6792727112770081,0.004658530931919813,,,,
16,1,10,0.5325802564620972,0.6577348113059998,0.004262097179889679,,,,
16,1,11,0.5465635061264038,0.6406236886978149,0.00010892187128774822,,,,
16,1,12,0.5554980635643005,0.6258816123008728,-0.0037805656902492046,,,,
16,1,13,0.5044624209403992,0.6753148436546326,0.000673622649628669,,,,
16,1,14,0.5256480574607849,0.6574141979217529,-0.0006197254406288266,,,,
16,1,15,0.5385264158248901,0.6429731845855713,-0.0047717466950416565,,,,
16,1,16,0.5463414192199707,0.6302784085273743,-0.008263805881142616,,,,
16,1,17,0.49424076080322266,0.66968834400177,-0.0037029976956546307,,,,
16,1,18,0.5104308128356934,0.6563614010810852,-0.005388974212110043,,,,
16,1,19,0.519578754901886,0.647204577922821,-0.007588590029627085,,,,
16,1,20,0.525455117225647,0.639092743396759,-0.009865684434771538,,,,
16,,,,,,0,0.5338270664215088,0.30532342195510864,-1.357438087463379
16,,,,,,1,0.5583044290542603,0.2713356614112854,-1.2977937459945679
16,,,,,,2,0.5738561749458313,0.2739141285419464,-1.2988014221191406
16,,,,,,3,0.5886970162391663,0.27663713693618774,-1.2986259460449219
16,,,,,,4,0.5148499608039856,0.2664678990840912,-1.2984639406204224
16,,,,,,5,0.4994896352291107,0.2659666836261749,-1.2993677854537964
16,,,,,,6,0.4851057827472687,0.266222208738327,-1.3003984689712524
16,,,,,,7,0.6085389256477356,0.29341262578964233,-0.9153980612754822
16,,,,,,8,0.4623440206050873,0.2823100984096527,-0.9186999201774597
16,,,,,,9,0.5589147210121155,0.34207168221473694,-1.2062424421310425
16,,,,,,10,0.5032787919044495,0.33827322721481323,-1.2116000652313232
16,,,,,,11,0.6964565515518188,0.5188601016998291,-0.6571103930473328
16,,,,,,12,0.3638917803764343,0.5072234272956848,-0.7202251553535461
16,,,,,,13,0.7174880504608154,0.7855031490325928,-0.780094563961029
16,,,,,,14,0.2660236358642578,0.7630681991577148,-1.2513660192489624
16,,,,,,15,0.6427106261253357,0.9788890480995178,-1.2697011232376099
16,,,,,,16,0.45271173119544983,0.6766036152839661,-2.1336164474487305
16,,,,,,23,0.6126739382743835,0.952876627445221,0.024105994030833244
16,,,,,,24,0.3948620557785034,0.9454513788223267,-0.024285361170768738
17,0,0,0.4550158977508545,0.6700003147125244,3.0784228499669553e-09,,,,
17,0,1,0.47027361392974854,0.6433004140853882,0.00016200411482714117,,,,
17,0,2,0.48921045660972595,0.6269580125808716,0.005098995752632618,,,,
17,0,3,0.5062606334686279,0.6222515106201172,0.009237026795744896,,,,
17,0,4,0.5152832865715027,0.6206268072128296,0.014659160748124123,,,,
17,0,5,0.5172669291496277,0.6462569236755371,0.021702148020267487,,,,
17,0,6,0.5386680364608765,0.6316196918487549,0.03147299215197563,,,,
17,0,7,0.538521945476532,0.6190454363822937,0.03661876544356346,,,,
17,0,8,0.5351457595825195,0.610510528087616,0.03947547450661659,,,,
17,0,9,0.5170890092849731,0.6532632112503052,0.023388635367155075,,,,
17,0,10,0.5370628237724304,0.6367951035499573,0.03340722993016243,,,,
17,0,11,0.5345655083656311,0.6240285038948059,0.03433125838637352,,,,
17,0,12,0.5285623073577881,0.6161302924156189,0.03468107059597969,,,,
17,0,13,0.5143628716468811,0.6565702557563782,0.024148855358362198,,,,
17,0,14,0.5308315753936768,0.6396166086196899,0.03233068063855171,,,,
17,0,15,0.5252406001091003,0.6296988725662231,0.03177111595869064,,,,
17,0,16,0.5171548128128052,0.6245092153549194,0.031135356053709984,,,,
17,0,17,0.5097413063049316,0.6579990386962891,0.02422935515642166,,,,
17,0,18,0.5242420434951782,0.6416030526161194,0.030626585707068443,,,,
17,0,19,0.5206888318061829,0.6330493688583374,0.031908415257930756,,,,
17,0,20,0.5140073895454407,0.6283882260322571,0.03273337706923485,,,,
17,,,,,,0,0.5319753885269165,0.30584949254989624,-1.2995599508285522
17,,,,,,1,0.5577226281166077,0.2713009715080261,-1.242458701133728
17,,,,,,2,0.572862982749939,0.27377137541770935,-1.2434338331222534
17,,,,,,3,0.5878040194511414,0.2765348553657532,-1.2432090044021606
17,,,,,,4,0.5136202573776245,0.26666322350502014,-1.2396773099899292
17,,,,,,5,0.4988163709640503,0.26647791266441345,-1.2405450344085693
17,,,,,,6,0.48429885506629944,0.26712360978126526,-1.2415791749954224
17,,,,,,7,0.6083675026893616,0.2934156060218811,-0.8774523138999939
17,,,,,,8,0.4624842703342438,0.28336861729621887,-0.8664089441299438
17,,,,,,9,0.5576584935188293,0.3424450755119324,-1.155718207359314
17,,,,,,10,0.5023953318595886,0.33859580755233765,-1.156186580657959
17,,,,,,11,0.6964365243911743,0.5184868574142456,-0.6172066330909729
17,,,,,,12,0.36601975560188293,0.5069637894630432,-0.7011452913284302
17,,,,,,13,0.7175524830818176,0.7855637669563293,-0.732262909412384
17,,,,,,14,0.26860737800598145,0.759985089302063,-1.1846803426742554
17,,,,,,15,0.6388772130012512,0.9796269536018372,-1.1889503002166748
17,,,,,,16,0.4601048529148102,0.6480962038040161,-2.0339548587799072
17,,,,,,23,0.6117970943450928,0.9527381658554077,0.0233475212007761
17,,,,,,24,0.3925771713256836,0.9443661570549011,-0.023530984297394753
18,0,0,0.517709493637085,0.619752049446106,-3.1745789330628327e-10,,,,
18,0,1,0.5459035038948059,0.6120365858078003,-0.00045520669664256275,,,,
18,0,2,0.5642065405845642,0.5864985585212708,-0.004800882190465927,,,,
18,0,3,0.5737591981887817,0.5667064785957336,-0.011614371091127396,,,,
18,0,4,0.5811728239059448,0.5505669116973877,-0.017779702320694923,,,,
18,0,5,0.556905210018158,0.5413861274719238,0.0031253304332494736,,,,
18,0,6,0.5866408348083496,0.5508338212966919,-0.0006059558945707977,,,,
18,0,7,0.5792315006256104,0.5726580023765564,-0.00181199936196208,,,,
18,0,8,0.5646172165870667,0.5829647183418274,-0.004289552103728056,,,,
18,0,9,0.5434250831604004,0.5392661690711975,-0.005012609530240297,,,,
18,0,10,0.5786381959915161,0.5530679821968079,-0.013623236678540707,,,,
18,0,11,0.5708603262901306,0.5747696757316589,-0.01900048926472664,,,,
18,0,12,0.558978259563446,0.5840309262275696,-0.022395553067326546,,,,
18,0,13,0.5305604338645935,0.5436694622039795,-0.013235391117632389,,,,
18,0,14,0.5656070113182068,0.5583589673042297,-0.020982183516025543,,,,
18,0,15,0.5587586164474487,0.5781985521316528,-0.022002605721354485,,,,
18,0,16,0.5471075177192688,0.5853022933006287,-0.02247624099254608,,,,
18,0,17,0.5182181000709534,0.5523138046264648,-0.022155486047267914,,,,
18,0,18,0.5483746528625488,0.5624351501464844,-0.026572242379188538,,,,
18,0,19,0.5474273562431335,0.5776098370552063,-0.02586052194237709,,,,
18,0,20,0.5391055345535278,0.5839657783508301,-0.02539033256471157,,,,
18,,,,,,0,0.5298504829406738,0.3062018156051636,-1.1967389583587646
18,,,,,,1,0.5562740564346313,0.2711845338344574,-1.1414023637771606
18,,,,,,2,0.5716478824615479,0.2734803855419159,-1.1423306465148926
18,,,,,,3,0.5862653851509094,0.2762559652328491,-1.1421808004379272
18,,,,,,4,0.5119951963424683,0.2667792737483978,-1.137220859527588
18,,,,,,5,0.4975685775279999,0.2667856216430664,-1.138070821762085
18,,,,,,6,0.4828411340713501,0.2676987946033478,-1.139103651046753
18,,,,,,7,0.6076175570487976,0.29340916872024536,-0.7941722273826599
18,,,,,,8,0.46246466040611267,0.2841441035270691,-0.7754774689674377
18,,,,,,9,0.555874228477478,0.34270137548446655,-1.0593650341033936
18,,,,,,10,0.5010347962379456,0.3388689458370209,-1.058173418045044
18,,,,,,11,0.6953002214431763,0.5171810388565063,-0.5527642965316772
18,,,,,,12,0.3685165047645569,0.5054876804351807,-0.6182646751403809
18,,,,,,13,0.717732846736908,0.7855932712554932,-0.6208040714263916
18,,,,,,14,0.27752605080604553,0.74957674741745,-1.1265672445297241
18,,,,,,15,0.6373684406280518,0.980522632598877,-0.9876564741134644
18,,,,,,16,0.4822063744068146,0.6241575479507446,-1.950666069984436
18,,,,,,23,0.6105586290359497,0.9527202248573303,0.02271270751953125
18,,,,,,24,0.39205247163772583,0.9437631368637085,-0.022911662235856056
19,0,0,0.5194003582000732,0.6124312281608582,-3.62707264223161e-09,,,,
19,0,1,0.5524008870124817,0.6085476279258728,-0.00469364644959569,,,,
19,0,2,0.5758107304573059,0.5853539109230042,-0.008264608681201935,,,,
19,0,3,0.5878006219863892,0.5635603666305542,-0.013961216434836388,,,,
19,0,4,0.5950542092323303,0.546605110168457,-0.0187558364123106,,,,
19,0,5,0.5673931837081909,0.5372827053070068,0.00974466186016798,,,,
19,0,6,0.5997859239578247,0.542684018611908,0.006625292357057333,,,,
19,0,7,0.591812789440155,0.5651259422302246,0.0047020744532346725,,,,
19,0,8,0.5768315196037292,0.577907919883728,0.0022508830297738314,,,,
19,0,9,0.5566366314888,0.5331862568855286,0.003913572523742914,,,,
19,0,10,0.5935094952583313,0.5429356098175049,-0.004250895697623491,,,,
19,0,11,0.5831220746040344,0.5663450360298157,-0.011378826573491096,,,,
19,0,12,0.569669783115387,0.5771645903587341,-0.015130930580198765,,,,
19,0,13,0.5451730489730835,0.5347481369972229,-0.0032865111716091633,,,,
19,0,14,0.5814427137374878,0.5440933704376221,-0.011827603913843632,,,,
19,0,15,0.5732446312904358,0.5659045577049255,-0.015952102839946747,,,,
19,0,16,0.5607903003692627,0.5756219029426575,-0.01745021715760231,,,,
19,0,17,0.5331010818481445,0.5400667786598206,-0.011608459055423737,,,,
19,0,18,0.5643847584724426,0.5459725856781006,-0.016164325177669525,,,,
19,0,19,0.5646681189537048,0.5616346597671509,-0.017524035647511482,,,,
19,0,20,0.5575099587440491,0.570009171962738,-0.017901062965393066,,,,
19,,,,,,0,0.5282858610153198,0.30690252780914307,-1.1107234954833984
19,,,,,,1,0.5549969673156738,0.27117404341697693,-1.0582528114318848
19,,,,,,2,0.5707830190658569,0.27335670590400696,-1.0591505765914917
19,,,,,,3,0.5852112174034119,0.2760874629020691,-1.059003472328186
19,,,,,,4,0.5109360814094543,0.2669788897037506,-1.0529296398162842
19,,,,,,5,0.4967634975910187,0.2670688033103943,-1.053766131401062
19,,,,,,6,0.48194947838783264,0.26809680461883545,-1.054770588874817
19,,,,,,7,0.6060910224914551,0.29336121678352356,-0.7299443483352661
19,,,,,,8,0.46236178278923035,0.28458067774772644,-0.7053278088569641
19,,,,,,9,0.5542768836021423,0.34278756380081177,-0.9803268313407898
19,,,,,,10,0.5000928044319153,0.3394051790237427,-0.9774537086486816
19,,,,,,11,0.6930888295173645,0.5154955983161926,-0.5041224956512451
19,,,,,,12,0.37121573090553284,0.5042421221733093,-0.5544829368591309
19,,,,,,13,0.7180825471878052,0.7856443524360657,-0.5385662913322449
19,,,,,,14,0.2840103209018707,0.7422475814819336,-1.1234045028686523
19,,,,,,15,0.637117326259613,0.9818775057792664,-0.8404667377471924
19,,,,,,16,0.4962136447429657,0.614501953125,-1.8568198680877686
19,,,,,,23,0.6104986667633057,0.9527040123939514,0.022568758577108383
19,,,,,,24,0.39231112599372864,0.9429251551628113,-0.022768815979361534
20,0,0,0.5318118333816528,0.6103755235671997,-2.0408339462818503e-09,,,,
20,0,1,0.566469132900238,0.6046897768974304,0.004247368313372135,,,,
20,0,2,0.5890248417854309,0.5804601311683655,0.004388056695461273,,,,
20,0,3,0.5988935232162476,0.5566350817680359,0.0002284048096043989,,,,
20,0,4,0.6041644811630249,0.5374189019203186,-0.0031226365827023983,,,,
20,0,5,0.5846688747406006,0.5395683646202087,0.020618263632059097,,,,
20,0,6,0.6134170293807983,0.5411887764930725,0.019350554794073105,,,,
20,0,7,0.603819727897644,0.5640528798103333,0.018168801441788673,,,,
20,0,8,0.5880470871925354,0.5763007998466492,0.016025638207793236,,,,
20,0,9,0.574436366558075,0.5333654880523682,0.010761002078652382,,,,
